NCBI_SRA_Run_ID	GOLD_Project_ID	Type	Assembly_Method	Collection_Date	Instrument	JGI_Contigs_Link	JGI_Project_ID	JGI_Sample_ID	JGI_Sequencing_Project_ID	JGI_Sequencing_Project_Name	Latitude_and_Longitude	NCBI_BioProject_Accession	NCBI_BioSample_Accession	NCBI_Project_ID	NCBI_SRA_Sample_ID	Sample_Name	Sequencing_Run_Mode	Total_Bases	Volume_Seawater_Filtered	env_biome	env_feature	env_material	geo_loc_name	lat	lon
SRR7609607	Gp0290798	Metatranscriptome	MEGAHIT v1.1.2	2016-09-28	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/39RmetaT_FD/39RmetaT_FD.download.html	1174840	166848	1174948	39R metaT	36.835 N; 121.901 W	PRJNA468313	SAMN09202124	468313	SRP155441	39R	2x151	9537885102	75	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962234	Gp0290799	Metatranscriptome	MEGAHIT v1.1.2	2016-11-04	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/40RmetaT_FD/40RmetaT_FD.download.html	1174843	166849	1174949	40R metaT	36.835 N; 121.901 W	PRJNA468314	SAMN09201262	468314	SRP163274	40R	2x151	8161434334	400	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361605	Gp0290800	Metatranscriptome	MEGAHIT v1.1.2	2016-11-13	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/41RmetaT_FD/41RmetaT_FD.download.html	1174846	166850	1174950	41R metaT	36.835 N; 121.901 W	PRJNA502461	SAMN10351183	502461	SRP174136	41R	2x151	10445115752	350	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8297856	Gp0290801	Metatranscriptome	MEGAHIT v1.1.2	2016-09-27	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/42RmetaT_FD/42RmetaT_FD.download.html	1174849	166851	1174951	42R metaT	36.835 N; 121.901 W	PRJNA502462	SAMN10350968	502462	SRP173010	42R	2x151	10001448458	75	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361604	Gp0290802	Metatranscriptome	MEGAHIT v1.1.2	2016-11-08	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/43RmetaT_FD/43RmetaT_FD.download.html	1174852	166852	1174952	43R metaT	36.835 N; 121.901 W	PRJNA502463	SAMN10350967	502463	SRP174135	43R	2x151	10303982092	225	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962336	Gp0290803	Metatranscriptome	MEGAHIT v1.1.2	2016-09-30	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/44RmetaT_FD/44RmetaT_FD.download.html	1174855	166853	1174953	44R metaT	36.835 N; 121.901 W	PRJNA468315	SAMN09202125	468315	SRP163282	44R	2x151	8829029192	94.1	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361607	Gp0290804	Metatranscriptome	MEGAHIT v1.1.2	2016-11-03	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/45RmetaT_FD/45RmetaT_FD.download.html	1174858	166854	1174954	45R metaT	36.835 N; 121.901 W	PRJNA502464	SAMN10351124	502464	SRP174137	45R	2x151	9459974538	300	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962340	Gp0290805	Metatranscriptome	MEGAHIT v1.1.2	2016-10-21	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/46RmetaT_FD/46RmetaT_FD.download.html	1174861	166855	1174955	46R metaT	36.835 N; 121.901 W	PRJNA468316	SAMN09202126	468316	SRP163285	46R	2x151	9167903090	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962339	Gp0290806	Metatranscriptome	MEGAHIT v1.1.2	2016-10-31	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/48RmetaT_FD/48RmetaT_FD.download.html	1174864	166856	1174956	48R metaT	36.835 N; 121.901 W	PRJNA468317	SAMN09201261	468317	SRP163284	48R	2x151	9928027426	300	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962244	Gp0290807	Metatranscriptome	MEGAHIT v1.1.2	2016-10-03	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/49RmetaT_FD/49RmetaT_FD.download.html	1174867	166857	1174957	49R metaT	36.835 N; 121.901 W	PRJNA468318	SAMN09201260	468318	SRP163276	49R	2x151	8642543890	325	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962337	Gp0290808	Metatranscriptome	MEGAHIT v1.1.2	2016-11-13	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/51RmetaT_FD/51RmetaT_FD.download.html	1174870	166858	1174958	51R metaT	36.835 N; 121.901 W	PRJNA468319	SAMN09202127	468319	SRP163283	51R	2x151	11738448570	400	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962297	Gp0290809	Metatranscriptome	MEGAHIT v1.1.2	2016-09-29	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/53RmetaT_FD/53RmetaT_FD.download.html	1174873	166859	1174959	53R metaT	36.835 N; 121.901 W	PRJNA468320	SAMN09201259	468320	SRP163278	53R	2x151	8487681914	125	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962267	Gp0290810	Metatranscriptome	MEGAHIT v1.1.2	2016-11-11	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/54RmetaT_FD/54RmetaT_FD.download.html	1174876	166860	1174960	54R metaT	36.835 N; 121.901 W	PRJNA468321	SAMN09201279	468321	SRP163277	54R	2x151	10432362896	425	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962239	Gp0290811	Metatranscriptome	MEGAHIT v1.1.2	2016-11-09	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/56RmetaT_FD/56RmetaT_FD.download.html	1174879	166861	1174961	56R metaT	36.835 N; 121.901 W	PRJNA468322	SAMN09202128	468322	SRP163275	56R	2x151	9136023970	174.4	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962329	Gp0290812	Metatranscriptome	MEGAHIT v1.1.2	2016-11-06	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/57RmetaT_FD/57RmetaT_FD.download.html	1174882	166862	1174962	57R metaT	36.835 N; 121.901 W	PRJNA468323	SAMN09201278	468323	SRP163281	57R	2x151	10912252070	550	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8297868	Gp0290813	Metatranscriptome	MEGAHIT v1.1.2	2016-11-12	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/60RmetaT_FD/60RmetaT_FD.download.html	1174885	166863	1174963	60R metaT	36.835 N; 121.901 W	PRJNA502465	SAMN10351125	502465	SRP173012	60R	2x151	9036901228	475	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361608	Gp0290814	Metatranscriptome	MEGAHIT v1.1.2	2016-10-03	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/66RmetaT_FD/66RmetaT_FD.download.html	1174888	166864	1174964	66R metaT	36.835 N; 121.901 W	PRJNA502466	SAMN10350916	502466	SRP174138	66R	2x151	10330806336	250	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8297869	Gp0290815	Metatranscriptome	MEGAHIT v1.1.2	2016-11-07	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/68RmetaT_FD/68RmetaT_FD.download.html	1174891	166865	1174965	68R metaT	36.835 N; 121.901 W	PRJNA502467	SAMN10350915	502467	SRP173013	68R	2x151	9554211222	575	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962474	Gp0290816	Metatranscriptome	MEGAHIT v1.1.2	2016-10-07	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/70RmetaT_FD/70RmetaT_FD.download.html	1174894	166866	1174966	70R metaT	36.835 N; 121.901 W	PRJNA468324	SAMN09202129	468324	SRP163290	70R	2x151	10602724418	207.5	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962473	Gp0290817	Metatranscriptome	MEGAHIT v1.1.2	2016-11-16	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/73RmetaT_FD/73RmetaT_FD.download.html	1174897	166867	1174967	73R metaT	36.835 N; 121.901 W	PRJNA468325	SAMN09201277	468325	SRP163289	73R	2x151	8528379736	1000	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962475	Gp0290818	Metatranscriptome	MEGAHIT v1.1.2	2016-11-14	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/75RmetaT_FD/75RmetaT_FD.download.html	1174900	166868	1174968	75R metaT	36.835 N; 121.901 W	PRJNA468326	SAMN09201276	468326	SRP163291	75R	2x151	9110384170	825	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8297878	Gp0290819	Metatranscriptome	MEGAHIT v1.1.2	2016-11-10	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/76RmetaT_FD/76RmetaT_FD.download.html	1174903	166869	1174969	76R metaT	36.835 N; 121.901 W	PRJNA502468	SAMN10351184	502468	SRP173016	76R	2x151	8145636412	350	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962478	Gp0290820	Metatranscriptome	MEGAHIT v1.1.2	2016-10-07	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/77RmetaT_FD/77RmetaT_FD.download.html	1174906	166870	1174970	77R metaT	36.835 N; 121.901 W	PRJNA468327	SAMN09202166	468327	SRP163294	77R	2x151	11267917772	201.5	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962477	Gp0290821	Metatranscriptome	MEGAHIT v1.1.2	2016-11-07	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/79RmetaT_FD/79RmetaT_FD.download.html	1174909	166871	1174971	79R metaT	36.835 N; 121.901 W	PRJNA468328	SAMN09201275	468328	SRP163293	79R	2x151	8943879490	550	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962476	Gp0290822	Metatranscriptome	MEGAHIT v1.1.2	2016-10-13	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/85RmetaT_FD/85RmetaT_FD.download.html	1174912	166872	1174972	85R metaT	36.835 N; 121.901 W	PRJNA468329	SAMN09199668	468329	SRP163292	85R	2x151	8012925230	100	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962481	Gp0290823	Metatranscriptome	MEGAHIT v1.1.2	2016-11-11	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/91RmetaT_FD/91RmetaT_FD.download.html	1174915	166873	1174973	91R metaT	36.835 N; 121.901 W	PRJNA468330	SAMN09199667	468330	SRP163297	91R	2x151	9122005734	475	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962479	Gp0290824	Metatranscriptome	MEGAHIT v1.1.2	2016-11-04	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/58RmetaT_FD/58RmetaT_FD.download.html	1174918	166874	1174974	58R_r metaT	36.835 N; 121.901 W	PRJNA468331	SAMN09200098	468331	SRP163295	58R_r	2x151	7024482250	425	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR7962480	Gp0290825	Metatranscriptome	MEGAHIT v1.1.2	2016-11-15	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/125R_rmetaT_FD/125R_rmetaT_FD.download.html	1174921	166875	1174975	125R_r metaT	36.835 N; 121.901 W	PRJNA468332	SAMN09200099	468332	SRP163296	125R_r	2x151	7601810818	950	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361609	Gp0294698	Metatranscriptome	MEGAHIT v1.1.2	2016-09-26	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/WCR_12metaT_FD/WCR_12metaT_FD.download.html	1188654	175193	1188676	WCR_12 metaT	36.835 N; 121.901 W	PRJNA502608	SAMN10350732	502608	SRP174139	WCR_12_MT	2x151	34281550234	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361610	Gp0294699	Metatranscriptome	MEGAHIT v1.1.2	2016-11-06	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/WCR_74metaT_FD/WCR_74metaT_FD.download.html	1188657	175194	1188677	WCR_74 metaT	36.835 N; 121.901 W	PRJNA502609	SAMN10350604	502609	SRP174140	WCR_74_MT	2x151	36435144246	425	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361611	Gp0294700	Metatranscriptome	MEGAHIT v1.1.2	2016-11-07	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/WCR_77metaT_FD/WCR_77metaT_FD.download.html	1188660	175195	1188678	WCR_77 metaT	36.835 N; 121.901 W	PRJNA502610	SAMN10350815	502610	SRP174141	WCR_77_MT	2x151	37188680754	625	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361612	Gp0294703	Metatranscriptome	MEGAHIT v1.1.2	2016-10-25	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/MB_1025DmetaT_FD/MB_1025DmetaT_FD.download.html	1188669	175198	1188681	MB_1025D metaT	36.835 N; 121.901 W	PRJNA502611	SAMN10350584	502611	SRP174142	MB_1025D_MT	2x151	30614719084	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8361614	Gp0294704	Metatranscriptome	MEGAHIT v1.1.2	2016-10-26	Illumina HiSeq-2000	https://genome.jgi.doe.gov/portal/MB_1026DmetaT_FD/MB_1026DmetaT_FD.download.html	1188672	175199	1188682	MB_1026D metaT	36.835 N; 121.901 W	PRJNA502612	SAMN10350798	502612	SRP174143	MB_1026D_MT	2x151	37885516762	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379348	Gp0358229	18S Ribosomal iTag		2016-10-04	Illumina MiSeq		1190879	178203	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511260	SAMN10636594	511260	SRP174784	1_DF	2x301	92259510	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379347	Gp0358230	18S Ribosomal iTag		2016-11-16	Illumina MiSeq		1190879	178204	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511261	SAMN10636593	511261	SRP174785	2_DF	2x301	100366644	1000	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379351	Gp0358231	18S Ribosomal iTag		2016-11-09	Illumina MiSeq		1190879	178205	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511262	SAMN10636603	511262	SRP174781	3_DF	2x301	57795612	175	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379333	Gp0358232	18S Ribosomal iTag		2016-11-03	Illumina MiSeq		1190879	178206	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511263	SAMN10636592	511263	SRP174799	4_DF	2x301	84373912	325	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379334	Gp0358233	18S Ribosomal iTag		2016-10-19	Illumina MiSeq		1190879	178207	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511264	SAMN10636664	511264	SRP174798	5_DF	2x301	44540776	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379327	Gp0358234	18S Ribosomal iTag		2016-10-26	Illumina MiSeq		1190879	178208	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511265	SAMN10636663	511265	SRP174805	7_DF	2x301	101529708	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379328	Gp0358235	18S Ribosomal iTag		2016-11-05	Illumina MiSeq		1190879	178209	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511266	SAMN10636662	511266	SRP174804	8_DF	2x301	123461772	775	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379325	Gp0358236	18S Ribosomal iTag		2016-11-15	Illumina MiSeq		1190879	178210	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511267	SAMN10636661	511267	SRP174807	9_DF	2x301	122328808	975	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379331	Gp0358237	18S Ribosomal iTag		2016-11-10	Illumina MiSeq		1190879	178211	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511268	SAMN10636691	511268	SRP174801	10_DF	2x301	104195966	350	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379329	Gp0358239	18S Ribosomal iTag		2016-09-29	Illumina MiSeq		1190879	178213	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511270	SAMN10636591	511270	SRP174803	12_DF	2x301	92700174	125	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379290	Gp0358240	18S Ribosomal iTag		2016-10-01	Illumina MiSeq		1190879	178214	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511271	SAMN10636660	511271	SRP174843	13_DF	2x301	102382140	125	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379339	Gp0358241	18S Ribosomal iTag		2016-10-28	Illumina MiSeq		1190879	178215	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511272	SAMN10636590	511272	SRP174793	14_DF	2x301	105082110	250	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379341	Gp0358243	18S Ribosomal iTag		2016-10-13	Illumina MiSeq		1190879	178216	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511273	SAMN10636605	511273	SRP174791	15_DF	2x301	101095666	100	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379342	Gp0358244	18S Ribosomal iTag		2016-10-17	Illumina MiSeq		1190879	178217	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511274	SAMN10636960	511274	SRP174790	16_DF	2x301	125671714	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379340	Gp0358245	18S Ribosomal iTag		2016-11-12	Illumina MiSeq		1190879	178218	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511275	SAMN10636958	511275	SRP174792	17_DF	2x301	98466732	400	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379337	Gp0358246	18S Ribosomal iTag		2016-10-20	Illumina MiSeq		1190879	178219	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511276	SAMN10636606	511276	SRP174795	18_DF	2x301	119638470	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379338	Gp0358247	18S Ribosomal iTag		2016-09-27	Illumina MiSeq		1190879	178220	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511277	SAMN10636665	511277	SRP174794	20_DF	2x301	76705636	73.5	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379335	Gp0358248	18S Ribosomal iTag		2016-10-24	Illumina MiSeq		1190879	178221	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511278	SAMN10636659	511278	SRP174797	21_DF	2x301	132824076	250	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379311	Gp0358249	18S Ribosomal iTag		2016-10-12	Illumina MiSeq		1190879	178222	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511279	SAMN10636709	511279	SRP174821	22_DF	2x301	87594010	100	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379312	Gp0358250	18S Ribosomal iTag		2016-10-06	Illumina MiSeq		1190879	178223	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511280	SAMN10636658	511280	SRP174820	23_DF	2x301	119028644	150	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379309	Gp0358251	18S Ribosomal iTag		2016-11-02	Illumina MiSeq		1190879	178224	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511281	SAMN10636666	511281	SRP174823	24_DF	2x301	106448650	425	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379308	Gp0358252	18S Ribosomal iTag		2016-11-06	Illumina MiSeq		1190879	178225	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511282	SAMN10636657	511282	SRP174824	25_DF	2x301	117012546	575	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379310	Gp0358253	18S Ribosomal iTag		2016-10-01	Illumina MiSeq		1190879	178226	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511283	SAMN10636667	511283	SRP174822	26_DF	2x301	129192210	125	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379306	Gp0358254	18S Ribosomal iTag		2016-10-12	Illumina MiSeq		1190879	178227	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511284	SAMN10636957	511284	SRP174826	27_DF	2x301	98704522	100	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379305	Gp0358255	18S Ribosomal iTag		2016-10-04	Illumina MiSeq		1190879	178228	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511285	SAMN10636595	511285	SRP174827	28_DF	2x301	116352152	149.5	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379307	Gp0358256	18S Ribosomal iTag		2016-10-10	Illumina MiSeq		1190879	178229	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511286	SAMN10636956	511286	SRP174825	29_DF	2x301	100751322	100	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379285	Gp0358258	18S Ribosomal iTag		2016-10-26	Illumina MiSeq		1190879	178231	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511288	SAMN10636596	511288	SRP174847	31_DF	2x301	98156100	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379286	Gp0358259	18S Ribosomal iTag		2016-10-19	Illumina MiSeq		1190879	178232	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511289	SAMN10636656	511289	SRP174845	32_DF	2x301	108968622	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379316	Gp0358260	18S Ribosomal iTag		2016-09-28	Illumina MiSeq		1190879	178233	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511290	SAMN10636655	511290	SRP174816	33_DF	2x301	130152400	75	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379291	Gp0358261	18S Ribosomal iTag		2016-09-30	Illumina MiSeq		1190879	178234	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511291	SAMN10636668	511291	SRP174841	34_DF	2x301	150864812	94	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379293	Gp0358262	18S Ribosomal iTag		2016-10-20	Illumina MiSeq		1190879	178235	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511292	SAMN10636654	511292	SRP174839	35_DF	2x301	111955746	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379294	Gp0358264	18S Ribosomal iTag		2016-11-14	Illumina MiSeq		1190879	178236	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511293	SAMN10636669	511293	SRP174838	36_DF	2x301	102925746	825	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379322	Gp0358265	18S Ribosomal iTag		2016-10-25	Illumina MiSeq		1190879	178237	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511294	SAMN10636708	511294	SRP174811	37_DF	2x301	116812682	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379321	Gp0358266	18S Ribosomal iTag		2016-10-02	Illumina MiSeq		1190879	178238	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511295	SAMN10636953	511295	SRP174810	38_DF	2x301	115647812	175	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379324	Gp0358268	18S Ribosomal iTag		2016-11-04	Illumina MiSeq		1190879	178240	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511297	SAMN10636710	511297	SRP174808	40_DF	2x301	120755782	400	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379323	Gp0358269	18S Ribosomal iTag		2016-11-13	Illumina MiSeq		1190879	178241	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511298	SAMN10636653	511298	SRP174809	41_DF	2x301	153685784	350	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379319	Gp0358270	18S Ribosomal iTag		2016-09-27	Illumina MiSeq		1190879	178242	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511299	SAMN10636652	511299	SRP174813	42_DF	2x301	120916516	75	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379318	Gp0358271	18S Ribosomal iTag		2016-11-08	Illumina MiSeq		1190879	178243	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511300	SAMN10636951	511300	SRP174814	43_DF	2x301	161805560	225	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379317	Gp0358272	18S Ribosomal iTag		2016-09-30	Illumina MiSeq		1190879	178244	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511301	SAMN10636949	511301	SRP174815	44_DF	2x301	107242688	94.1	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379301	Gp0358273	18S Ribosomal iTag		2016-11-03	Illumina MiSeq		1190879	178245	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511302	SAMN10636598	511302	SRP174831	45_DF	2x301	90206690	300	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379302	Gp0358274	18S Ribosomal iTag		2016-10-21	Illumina MiSeq		1190879	178246	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511303	SAMN10636651	511303	SRP174830	46_DF	2x301	60635848	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379295	Gp0358275	18S Ribosomal iTag		2016-10-25	Illumina MiSeq		1190879	178247	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511304	SAMN10636707	511304	SRP174837	47_DF	2x301	115867542	200	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379304	Gp0358276	18S Ribosomal iTag		2016-10-31	Illumina MiSeq		1190879	178248	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511305	SAMN10636711	511305	SRP174828	48_DF	2x301	65209242	300	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
SRR8379287	Gp0358277	18S Ribosomal iTag		2016-10-03	Illumina MiSeq		1190879	178249	1190881	Phytoplankton community itags pl1	36.835 N; 121.901 W	PRJNA511306	SAMN10636706	511306	SRP174846	49_DF	2x301	95586764	325	ocean_biome	ocean	water	Monterey Bay; CA; USA	36.835	-121.901
